iteration,method,population,time in sec,time in clocks,X_found,Y_found,Thetha_found,X_original,Y_original,Thetha_original,global_best
5,2,100,6.911444425582886,19406913706,-6.515857320008382,2.701456036206279,26.15656173007749,-5.420114144049511,-1.000036080402431,15.002294807637739,12121097.606439153
6,2,100,7.206683874130249,20235931933,-5.396336966391978,2.9667682008476177,76.52434491839051,-5.420329651874257,-3.0001506065818058,71.62152674667016,216940.9766538851
7,2,100,6.461447238922119,18143354325,-5.528060304688613,-3.7228379345297293,12.746713000483055,-5.99999837351753,-5.000135023812119,88.238202386171,2500757707.765687
8,2,100,6.880624771118164,19320381919,1.7534471641624325,-6.843454629950941,180.0,-0.0002890359263720138,-8.000158586774557,16.048732313356957,664584.6295080847
9,2,100,6.902342796325684,19381366315,-6.185607271555419,0.6949266663043581,-40.369752493430966,6.4501395615586645,1.9999381152545757,154.70003860466974,1800576891.5777435
10,2,100,7.4286887645721436,20859318304,-5.604082590777758,-0.43924067550796053,-43.55176941046966,5.021708359640002,-1.08924846185625,136.5092190571473,2240003.8594037485
11,2,100,6.978289842605591,19594626542,-2.378732854564835,5.3701260520232985,-147.16277911063554,1.999913251770487,4.999933416250547,30.00543586718581,1201768.758757121
12,2,100,6.665801763534546,18717182121,1.0796787070225555,-6.814438586789328,-180.0,1.5000866460446391,7.000010947196477,179.9131297498346,26680.83492431093
13,2,100,6.877007246017456,19310235901,-4.897825502339299,-5.962302881765002,-38.995678170795124,-4.700010186307671,7.000112061764319,-45.26106921736535,139531.6767128738
14,2,100,7.397104978561401,20770643337,5.141959244061386,-3.623399239532528,-157.8532697053245,-6.000061560547011,-3.0000167121255834,10.00811840024439,224100.7073097259
15,2,100,7.698214054107666,21616141720,1.6648931952248294,3.8802804828650945,68.39147951484665,3.0000039112890735,-3.9985081547477384,87.3108289600759,411448.6891710889
16,2,100,7.48710823059082,21023371829,-4.199759772333341,0.5375987329450957,-180.0,0.9999999948078133,-4.500000071115526,-87.6625936743308,26168.324134079747
17,2,100,7.452361106872559,20925805555,4.859327811187557,-0.7885665330285718,50.76141520291384,4.000000028359814,0.5000000330400278,49.427605890624385,109257.86241439308
18,2,100,7.417303800582886,20827369594,2.1282725331938117,-2.1125098186527023,-44.58092369987469,3.333300038718205,2.2221999547091227,-49.427672646890244,245061.6646993182
19,2,100,7.598942995071411,21337404664,-3.018328105893418,-2.8914685011941144,-180.0,3.1500005606344668,-3.7999999542975864,4.99998631243842,60027.10605071607
0,3,100,14.63124966621399,41083731710,-8.643634092919683e-07,0.5091405786667327,175.69074143644886,0.0,0.0,0.0,91399.4393298917
1,3,100,12.34043025970459,34651246326,-2.1999997778926073,-4.5243371156879615,131.72187266617368,3.9997745353039256,1.9999103113884145,44.99995148008031,101038.27444281719
2,3,100,16.437437295913696,46155425333,6.000000085170221,0.9999999747568893,178.76648228619194,-3.9999999318331416,-4.999999883022972,60.00005084726444,295208869455.50336
3,3,100,14.523233652114868,40780454435,0.40000164042550956,1.3999997732912846,-3.2083565953537105,0.0,1.0000000000638591,179.9997473002663,71131.09520747191
4,3,100,15.049081325531006,42257014867,2.974731902596597,3.8000000011391055,-168.90641681830598,-3.000119383639941,1.999879864946304,42.4022521713589,124101.01762193744
5,3,100,16.23968243598938,45600170767,-5.199999502512179,1.2000003602316731,16.78018750771965,-5.420114144049511,-1.000036080402431,15.002294807637739,11578.398959267637
6,3,100,15.575371026992798,43734827105,-4.645876756112167,3.195192904961276,76.79045964603353,-5.420329651874257,-3.0001506065818058,71.62152674667016,25248.18321479957
7,3,100,15.723952531814575,44152046297,6.799987545165674,0.7999998473982188,-139.5071087002711,-5.99999837351753,-5.000135023812119,88.238202386171,157874626.4331724
8,3,100,13.838099241256714,38856674332,-6.599999885672414,-0.3999992530192653,-89.82336690623191,-0.0002890359263720138,-8.000158586774557,16.048732313356957,1737133166.6063068
9,3,100,14.62748670578003,41073240705,0.20000958907495736,8.400000055189803,24.877777234990976,6.4501395615586645,1.9999381152545757,154.70003860466974,1.6171746860992164e+16
10,3,100,16.17645573616028,45422674354,4.999987135889324,1.135775424740599,136.67033887815955,5.021708359640002,-1.08924846185625,136.5092190571473,12140.472200031845
11,3,100,12.159133195877075,34142241651,-2.3999993656154706,5.6000000340899145,-148.95764730237792,1.999913251770487,4.999933416250547,30.00543586718581,219739.86936534743
12,3,100,13.84801721572876,38884548202,-6.400000002438521,-0.20000063400651769,-89.82380110775051,1.5000866460446391,7.000010947196477,179.9131297498346,8252262.914415168
13,3,100,15.823322057723999,44431113719,3.7904720152175777,7.599999941408356,127.474376581629,-4.700010186307671,7.000112061764319,-45.26106921736535,48755.20545308188
14,3,100,16.631762981414795,46701184884,6.599900629514213,1.1077019764312404,157.37157232226784,-6.000061560547011,-3.0000167121255834,10.00811840024439,8493754.044171778
15,3,100,15.281803369522095,42910570912,2.9999999181893457,3.9780810175130448,87.30888731123987,3.0000039112890735,-3.9985081547477384,87.3108289600759,11143.456575731549
16,3,100,12.788472414016724,35909422104,-3.400004022140049,-2.4000023102668155,137.65397402086387,0.9999999948078133,-4.500000071115526,-87.6625936743308,19623.385571436218
17,3,100,12.990594863891602,36476976803,-3.6000003488593713,-2.1205133412575154,174.59475739190353,4.000000028359814,0.5000000330400278,49.427605890624385,1443271.7902821214
18,3,100,14.077250242233276,39528258852,2.9945819215936265,-1.912229109870104,-43.215205779085274,3.333300038718205,2.2221999547091227,-49.427672646890244,19285.54952573708
19,3,100,12.916184425354004,36268043909,3.318320336060296,3.8750338876200985,6.25199621794918,3.1500005606344668,-3.7999999542975864,4.99998631243842,10948.150871554995
0,0,200,32.66531276702881,91722693943,0.027566096321113065,0.23509380679825753,1.6753768190312688,0.0,0.0,0.0,12343.830226662269
1,0,200,32.557793617248535,91420810614,3.720103211445114,-1.6534157155732299,36.278672349555386,3.9997745353039256,1.9999103113884145,44.99995148008031,717614.5932041574
2,0,200,33.16134977340698,93115593201,-5.562086514346888,3.087005278084158,29.63865702968631,-3.9999999318331416,-4.999999883022972,60.00005084726444,292251451482.3746
3,0,200,32.38792610168457,90943875372,0.41478511435331633,1.2341611441511304,-3.462653281340117,0.0,1.0000000000638591,179.9997473002663,96454.08476120993
4,0,200,33.677411794662476,94564715689,-2.1847641776530162,-0.7935655438058209,68.7743599648869,-3.000119383639941,1.999879864946304,42.4022521713589,28556812.273609255
5,0,200,35.03528594970703,98377589751,-5.62666759316147,0.357913396469554,10.592044806512318,-5.420114144049511,-1.000036080402431,15.002294807637739,78003.5003181344
6,0,200,35.02060890197754,98336396981,8.331506754367169,-0.921147896497537,-127.52873221540757,-5.420329651874257,-3.0001506065818058,71.62152674667016,83120495497158.94
7,0,200,34.011035680770874,95501577140,0.4233133850307649,-7.166047899494147,-35.6594066027589,-5.99999837351753,-5.000135023812119,88.238202386171,121478030.73619364
8,0,200,33.53344750404358,94160546678,-0.48003610903949046,7.122141184927688,9.207804189836631,-0.0002890359263720138,-8.000158586774557,16.048732313356957,436469.2144637548
9,0,200,33.049187660217285,92800780165,5.425768426723479,-0.7377763630298535,141.87234442481443,6.4501395615586645,1.9999381152545757,154.70003860466974,23281772.22891704
10,0,200,34.250221967697144,96173250342,3.6878887709532115,2.003111191217295,123.42452095010731,5.021708359640002,-1.08924846185625,136.5092190571473,12957162.839467188
11,0,200,34.31124401092529,96344612186,2.084069479809857,-5.959718871346258,28.56469851884536,1.999913251770487,4.999933416250547,30.00543586718581,248718.0676689809
12,0,200,34.16075158119202,95922049225,-1.0203376208169956,6.922364043053271,-0.20636082002712186,1.5000866460446391,7.000010947196477,179.9131297498346,179147.02711766787
13,0,200,33.723626136779785,94694629911,4.70490468622679,6.588387787233994,137.2984917918104,-4.700010186307671,7.000112061764319,-45.26106921736535,1812826.3689334607
14,0,200,33.085211992263794,92901998217,-6.826714214431649,-0.7279754993553045,-17.254918442054457,-6.000061560547011,-3.0000167121255834,10.00811840024439,2575021.04399028
15,0,200,34.86375188827515,97896080321,2.329657218243897,4.011058551923028,75.73683101574052,3.0000039112890735,-3.9985081547477384,87.3108289600759,38055.43009772576
16,0,200,34.482227087020874,96824783549,4.575918236173788,0.6793721689351226,2.997544359877982,0.9999999948078133,-4.500000071115526,-87.6625936743308,270696.7821628597
17,0,200,34.50078058242798,96876892131,3.7254778425184583,-0.9940992920696363,46.658576759053624,4.000000028359814,0.5000000330400278,49.427605890624385,44548.766165052744
18,0,200,34.87816095352173,97936569216,-3.505811241013088,-0.6050146265327356,92.3879238058717,3.333300038718205,2.2221999547091227,-49.427672646890244,534403.3948154255
19,0,200,35.25715112686157,99001034607,2.3480784711566294,3.219802699710069,-10.516078199687932,3.1500005606344668,-3.7999999542975864,4.99998631243842,326209.94150122255
0,1,200,13.52530026435852,37978721134,0.21024436825872783,0.1827450889218909,0.9408868351727802,0.0,0.0,0.0,11044.096881646095
1,1,200,10.056398868560791,28238127417,4.150846291899869,-1.8801770656636059,44.98075933335625,3.9997745353039256,1.9999103113884145,44.99995148008031,12421.38217690017
2,1,200,11.356802225112915,31889627739,-4.826856136256202,3.645808229406084,40.645400713700624,-3.9999999318331416,-4.999999883022972,60.00005084726444,409743267.5698446
3,1,200,10.85462737083435,30479530796,0.47451611750762446,1.5179258770551929,-3.01392670820951,0.0,1.0000000000638591,179.9997473002663,78905.88768516481
4,1,200,11.373904466629028,31937645477,3.3882502286459353,2.1674793431723067,-136.1394562649476,-3.000119383639941,1.999879864946304,42.4022521713589,72607.37042487069
5,1,200,10.317274332046509,28970652726,-4.592849117204871,2.180942948054067,23.715406286790635,-5.420114144049511,-1.000036080402431,15.002294807637739,91974.88218177337
6,1,200,10.974639415740967,30816515824,6.790306088079049,0.563142505644258,-136.7063780131226,-5.420329651874257,-3.0001506065818058,71.62152674667016,2906512.629979184
7,1,200,10.52097749710083,29542643728,-6.1445417066918635,0.01519524247343007,47.88295545325887,-5.99999837351753,-5.000135023812119,88.238202386171,2027481.1549998452
8,1,200,10.346035957336426,29051410472,1.204263268830017,-7.114839377530552,-174.71269833116045,-0.0002890359263720138,-8.000158586774557,16.048732313356957,181386.78041845915
9,1,200,10.959431648254395,30773808735,-5.809028235949407,2.881484758053144,-20.959662918864545,6.4501395615586645,1.9999381152545757,154.70003860466974,1997470943.5168061
10,1,200,10.825896263122559,30398842494,4.933102318393146,1.140895682615188,136.30010594043816,5.021708359640002,-1.08924846185625,136.5092190571473,13124.775322757147
11,1,200,9.776735067367554,27452822997,3.2822872934643392,6.180181943939704,-100.8497992322921,1.999913251770487,4.999933416250547,30.00543586718581,2709508.4707100256
12,1,200,10.048815488815308,28216816627,1.625854193593824,-6.663238772829476,178.2828612485942,1.5000866460446391,7.000010947196477,179.9131297498346,20053.785565187412
13,1,200,11.78471827507019,33091185913,-4.837606083970569,-5.735930521107736,-41.18176206023037,-4.700010186307671,7.000112061764319,-45.26106921736535,109893.02496679935
14,1,200,10.864758014678955,30507959077,6.248395379489104,-1.4068625744997423,-179.56745978781655,-6.000061560547011,-3.0000167121255834,10.00811840024439,101484862.68331017
15,1,200,10.584741592407227,29721680151,1.2424427834119474,4.247032546158934,38.64084821288897,3.0000039112890735,-3.9985081547477384,87.3108289600759,25228282.135695353
16,1,200,10.58698034286499,29727965697,-2.2763313372044074,3.6034902273640324,-132.96637628572498,0.9999999948078133,-4.500000071115526,-87.6625936743308,19919.46564955717
17,1,200,10.482539653778076,29434696337,-3.5838762330526057,-2.2218268930795224,-179.21881249882415,4.000000028359814,0.5000000330400278,49.427605890624385,1931433.6428725333
18,1,200,10.58007001876831,29708557626,3.347866718217853,-1.6313324480248053,-47.15509058534293,3.333300038718205,2.2221999547091227,-49.427672646890244,22969.22158429563
19,1,200,12.0045645236969,33708499659,-3.013385703056559,-2.913320590844867,-179.79042187156193,3.1500005606344668,-3.7999999542975864,4.99998631243842,56521.33695495599
0,2,200,8.140369415283203,22857941707,-0.09736673455446443,0.2284139338330231,179.24624655699873,0.0,0.0,0.0,133904.08058592153
1,2,200,7.6485021114349365,21476790498,-4.515035704009468,2.1085796726622146,-139.0467423386257,3.9997745353039256,1.9999103113884145,44.99995148008031,203847.2079476398
2,2,200,7.769401788711548,21816273673,-6.477956366537349,2.251989664632754,20.824297898455058,-3.9999999318331416,-4.999999883022972,60.00005084726444,815464192018.9492
3,2,200,7.714109897613525,21661014133,-0.1256533218010194,-1.020688671042457,180.0,0.0,1.0000000000638591,179.9997473002663,11967.534588078812
4,2,200,7.705306053161621,21636292251,3.3779655404808153,4.041260282379788,180.0,-3.000119383639941,1.999879864946304,42.4022521713589,177619.8301506055
5,2,200,7.932669401168823,22274723627,-5.600998807368447,0.4485994978889529,10.236487388662454,-5.420114144049511,-1.000036080402431,15.002294807637739,105525.37905993147
6,2,200,7.7450644969940186,21747932088,6.68325359422105,1.6806211474092105,-139.15295924586434,-5.420329651874257,-3.0001506065818058,71.62152674667016,258562509585.9699
7,2,200,7.144874095916748,20062614179,-5.759215153150237,0.18918155743910248,47.99317841851402,-5.99999837351753,-5.000135023812119,88.238202386171,34725721.81407834
8,2,200,6.950925588607788,19518011411,1.3996629789328399,-7.614571103884283,180.0,-0.0002890359263720138,-8.000158586774557,16.048732313356957,17682257.76971363
9,2,200,7.173652410507202,20143420307,6.408798461799119,-1.170985774041844,146.94685086921191,6.4501395615586645,1.9999381152545757,154.70003860466974,224296.56961206204
10,2,200,7.672248601913452,21543464874,-5.044919329926893,-0.5989451844888478,-51.10207198788976,5.021708359640002,-1.08924846185625,136.5092190571473,1257295.167406809
11,2,200,7.051084041595459,19799251094,3.2691250068209854,6.443963131452069,-104.94905929010636,1.999913251770487,4.999933416250547,30.00543586718581,10322574.558418738
12,2,200,7.108824014663696,19961383667,1.6503697529626606,-5.899726891859239,-180.0,1.5000866460446391,7.000010947196477,179.9131297498346,3266714.192961558
13,2,200,7.540235757827759,21172774953,5.554390978815091,5.950457909160226,144.0280859804534,-4.700010186307671,7.000112061764319,-45.26106921736535,1901733.0748855197
14,2,200,8.061057567596436,22635228011,4.639215033568526,-3.4095169308513427,-160.285289320508,-6.000061560547011,-3.0000167121255834,10.00811840024439,627038.188100512
15,2,200,8.07422137260437,22672191456,2.4971520411019252,3.258276796073492,83.55108768263298,3.0000039112890735,-3.9985081547477384,87.3108289600759,88576.04889661328
16,2,200,7.957888126373291,22345530020,-4.0673205674662265,0.4869969635573401,-180.0,0.9999999948078133,-4.500000071115526,-87.6625936743308,27766.671250302315
17,2,200,7.854032278060913,22053905482,4.526737453244259,-0.598182916545122,42.48723893601429,4.000000028359814,0.5000000330400278,49.427605890624385,36978.33088042726
18,2,200,8.103510618209839,22754433185,-4.16773713772498,-1.3537328180241506,85.04647463056993,3.333300038718205,2.2221999547091227,-49.427672646890244,3058532.9188006106
19,2,200,7.805690050125122,21918161010,3.945389965944763,3.3736612520383975,13.464444964781613,3.1500005606344668,-3.7999999542975864,4.99998631243842,40292.787590181855
0,3,200,27.98469829559326,78580245809,0.20509957324144956,0.1578619138639823,0.7025169514391862,0.0,0.0,0.0,10987.630961140878
1,3,200,23.706275701522827,66566550474,-4.999999999849141,-0.8114567928503948,-180.0,3.9997745353039256,1.9999103113884145,44.99995148008031,1551023.84703614
2,3,200,31.86304211616516,89470514579,0.6000000395989602,-5.400005700035204,-78.04230846169297,-3.9999999318331416,-4.999999883022972,60.00005084726444,1265803.5712854736
3,3,200,27.911173820495605,78373775193,-2.0667291877884963e-07,-0.9180078647861052,179.8602598148147,0.0,1.0000000000638591,179.9997473002663,11006.848229060113
4,3,200,29.391180753707886,82529586598,3.2000000006543434,3.9990604841623707,-179.9840389146404,-3.000119383639941,1.999879864946304,42.4022521713589,118452.1198762689
5,3,200,31.84506344795227,89420011395,-5.271163900430209,1.2000000777269584,16.495962676950164,-5.420114144049511,-1.000036080402431,15.002294807637739,11641.346813187476
6,3,200,30.75537872314453,86360204076,6.000000006235187,-2.2000002247543735,-114.79088478946484,-5.420329651874257,-3.0001506065818058,71.62152674667016,113281.56923880993
7,3,200,30.973716497421265,86973283999,-6.514609906301175,-0.39999999966365785,45.970574193857246,-5.99999837351753,-5.000135023812119,88.238202386171,455588.85321602866
8,3,200,26.930076122283936,75618856900,1.600000593113391,-6.999999997919803,179.95759072977768,-0.0002890359263720138,-8.000158586774557,16.048732313356957,486883.5206606853
9,3,200,31.772639989852905,89216629563,-6.6000009202097285,1.5999999967353506,-31.27454975448694,6.4501395615586645,1.9999381152545757,154.70003860466974,3353260.672644912
10,3,200,31.92148780822754,89634583741,-5.0000005991050465,-1.000000261297295,-47.76751322408613,5.021708359640002,-1.08924846185625,136.5092190571473,250110.718039326
11,3,200,24.95114254951477,70062060334,2.199999903285489,-5.000000179529911,29.36656564361748,1.999913251770487,4.999933416250547,30.00543586718581,11393.337468508269
12,3,200,27.807570934295654,78082822288,6.00000001610341,2.7999999821273907,68.04245270239689,1.5000866460446391,7.000010947196477,179.9131297498346,2962284667.2445064
13,3,200,31.10197877883911,87333417381,7.46803203071962,2.524071482830239,179.69821996710868,-4.700010186307671,7.000112061764319,-45.26106921736535,949778.5384495406
14,3,200,31.57329773902893,88656863522,5.368090149389468,-3.2280787601526066,-159.6054662439805,-6.000061560547011,-3.0000167121255834,10.00811840024439,100460.81592292467
15,3,200,30.079270601272583,84461676257,3.049143819062744,3.9783783571256635,87.61262917923331,3.0000039112890735,-3.9985081547477384,87.3108289600759,11264.939260858462
16,3,200,24.385010242462158,68472366092,-4.2190271599704365,0.5382444219568026,-177.03128259538403,0.9999999948078133,-4.500000071115526,-87.6625936743308,20587.280564552417
17,3,200,25.503403186798096,71612777030,-1.0000000634202522,-4.252922898100508,133.98423916911855,4.000000028359814,0.5000000330400278,49.427605890624385,61118.208865615
18,3,200,28.24869203567505,79321461725,-3.9999990059146286,-0.6000000703669741,90.70278025681462,3.333300038718205,2.2221999547091227,-49.427672646890244,269168.4894496452
19,3,200,25.617342472076416,71932710873,-3.000000018556854,-2.9703797231024733,-179.51461641208115,3.1500005606344668,-3.7999999542975864,4.99998631243842,55286.43447531135
0,0,300,49.16173005104065,138044623400,0.14447708442751406,0.06215717940834509,0.7310634518645482,0.0,0.0,0.0,11478.829209862155
1,0,300,48.3198356628418,135680603234,3.6119429724577046,-1.6061557019322468,46.03877892132536,3.9997745353039256,1.9999103113884145,44.99995148008031,233693.63634664568
2,0,300,47.62736749649048,133736171377,-5.624493318495539,0.30678759713732795,9.86612847181388,-3.9999999318331416,-4.999999883022972,60.00005084726444,6015856.169125261
3,0,300,48.82505679130554,137099239625,0.1515965048744068,-0.5822487851479394,174.90667703492238,0.0,1.0000000000638591,179.9997473002663,18094.779785423703
4,0,300,48.61066508293152,136497230142,-2.2227659996492894,-2.2936963001101756,38.69263193581051,-3.000119383639941,1.999879864946304,42.4022521713589,94262.2727977153
5,0,300,50.02613973617554,140471836667,-5.628641330371084,0.08899624253165861,9.431285455566037,-5.420114144049511,-1.000036080402431,15.002294807637739,192081.27850579136
6,0,300,49.096251249313354,137860733798,-3.900856630180437,4.230383853279651,77.66511759026844,-5.420329651874257,-3.0001506065818058,71.62152674667016,631351385451.9141
7,0,300,49.47669196128845,138928995133,-5.8686778714395125,-0.6846801961468749,43.486825261681915,-5.99999837351753,-5.000135023812119,88.238202386171,6868379.973348701
8,0,300,48.36198878288269,135798942327,0.5052056053156733,8.539134297722821,16.78705925652964,-0.0002890359263720138,-8.000158586774557,16.048732313356957,232622.3462330796
9,0,300,49.27011179924011,138348921196,6.7363961931953575,-0.27873628676894135,143.0957381464304,6.4501395615586645,1.9999381152545757,154.70003860466974,4111212.93911606
10,0,300,49.17337203025818,138077275133,-4.690245422769934,-1.2617406905345163,-52.323338269460606,5.021708359640002,-1.08924846185625,136.5092190571473,959689.8947754448
11,0,300,48.87958002090454,137252314606,1.6039191214828374,-5.703165316284586,30.939512844137795,1.999913251770487,4.999933416250547,30.00543586718581,199333.39356281632
12,0,300,48.58448934555054,136423706865,-0.3312709917520138,7.975143209282532,8.886900533210689,1.5000866460446391,7.000010947196477,179.9131297498346,3298451.7979895435
13,0,300,48.59365487098694,136449443512,4.22412719883873,6.826209334636253,134.02812325161352,-4.700010186307671,7.000112061764319,-45.26106921736535,815513.5710020176
14,0,300,49.445080518722534,138840216620,-5.864233642283461,0.6004797695292723,-1.8967867751644762,-6.000061560547011,-3.0000167121255834,10.00811840024439,12962606.7451944
15,0,300,48.7991361618042,137026421998,1.1683169240092077,3.1667001754888737,37.76651187573451,3.0000039112890735,-3.9985081547477384,87.3108289600759,31587483310.55634
16,0,300,49.00287652015686,137598518491,-1.8773645861233401,3.7051563927518743,-128.84265056957125,0.9999999948078133,-4.500000071115526,-87.6625936743308,38327.35654622065
