X_original,Y_original,Theta_original,s_0,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9
0.0,0.0,0.0,2.004887819290161,10.646894454956055,10.57901382446289,10.870806694030762,10.021964073181152,10.012890815734863,10.013498306274414,7.571660041809082,10.655604362487793,2.500298500061035
3.9997745353039256,1.9999103113884145,44.99995148008031,8.363062858581543,6.5179033279418945,5.954740524291992,6.113047122955322,5.083999156951904,3.558943271636963,3.53808331489563,7.945508003234863,8.735078811645508,11.182677268981934
-3.9999999318331416,-4.999999883022972,60.00005084726444,10.210700988769531,12.113550186157227,14.163980484008789,3.421553373336792,13.918169021606445,15.852697372436523,14.89975357055664,11.119244575500488,9.453644752502441,6.996530055999756
0.0,1.0000000000638591,179.9997473002663,1.4864766597747803,1.5737929344177246,8.572150230407715,8.960813522338867,10.02783203125,10.026555061340332,11.418364524841309,9.814286231994629,11.711319923400879,3.022798776626587
-3.000119383639941,1.999879864946304,42.4022521713589,14.163440704345703,14.556990623474121,13.041686058044434,2.1104414463043213,3.3672773838043213,10.011760711669922,8.298463821411133,7.920238971710205,6.4849677085876465,5.64829158782959
-5.420114144049511,-1.000036080402431,15.002294807637739,9.343520164489746,11.040468215942383,13.904546737670898,4.861728668212891,15.366097450256348,14.12274169921875,14.573580741882324,12.100890159606934,11.017455101013184,7.130553245544434
-5.420329651874257,-3.0001506065818058,71.62152674667016,13.822714805603027,4.424862384796143,16.56801414489746,8.106204986572266,14.653302192687988,13.038347244262695,8.975236892700195,8.813918113708496,5.881196975708008,4.870583534240723
-5.99999837351753,-5.000135023812119,88.238202386171,15.642908096313477,5.3097615242004395,15.950876235961914,17.4967041015625,15.201717376708984,10.653748512268066,8.455693244934082,5.385368824005127,4.314359188079834,4.007413387298584
-0.0002890359263720138,-8.000158586774557,16.048732313356957,2.117609977722168,2.5112595558166504,3.6453890800476074,5.700727462768555,7.77939510345459,10.988327980041504,14.240510940551758,14.196466445922852,4.068873405456543,18.58378028869629
6.4501395615586645,1.9999381152545757,154.70003860466974,3.261828660964966,2.9844884872436523,3.044011116027832,9.66783332824707,13.753978729248047,6.424856662750244,16.389345169067383,17.092252731323242,7.565816879272461,13.336251258850098
5.021708359640002,-1.08924846185625,136.5092190571473,7.357156753540039,6.552831172943115,6.024425506591797,11.478363037109375,13.69313907623291,6.343379497528076,15.364035606384277,15.022655487060547,4.410046100616455,12.389225959777832
1.999913251770487,4.999933416250547,30.00543586718581,13.139742851257324,10.294395446777344,8.40921401977539,2.909416437149048,3.096667528152466,3.7855448722839355,5.694664478302002,5.015376091003418,5.005921840667725,5.693655014038086
1.5000866460446391,7.000010947196477,179.9131297498346,3.022127389907837,3.209068775177002,3.899216651916504,6.001029968261719,6.824214935302734,9.808991432189941,13.13164234161377,15.882434844970703,3.5045838356018066,17.00359535217285
-4.700010186307671,7.000112061764319,-45.26106921736535,7.579314231872559,12.630426406860352,14.136493682861328,17.488100051879883,19.065876007080078,5.479720592498779,15.152688026428223,9.642343521118164,7.36634635925293,4.401570796966553
-6.000061560547011,-3.0000167121255834,10.00811840024439,7.127758026123047,8.096620559692383,10.928863525390625,13.96135425567627,4.894999980926514,16.897541046142578,8.529461860656738,14.991212844848633,13.169473648071289,8.83161449432373
3.0000039112890735,-3.9985081547477384,87.3108289600759,7.008450031280518,7.329432487487793,8.807265281677246,10.537810325622559,9.103705406188965,13.98510456085205,7.190097808837891,14.175798416137695,2.162095785140991,2.368529796600342
0.9999999948078133,-4.500000071115526,-87.6625936743308,10.323942184448242,7.291527271270752,7.966795921325684,6.071905136108398,5.438437461853027,5.496232509613037,6.3657097816467285,6.685999393463135,7.463913440704346,9.002107620239258
4.000000028359814,0.5000000330400278,49.427605890624385,7.788946151733398,6.335925579071045,5.903796195983887,6.291846752166748,6.960180759429932,5.106663227081299,5.0305657386779785,9.535496711730957,10.802729606628418,12.251840591430664
3.333300038718205,2.2221999547091227,-49.427672646890244,13.095991134643555,5.287563800811768,12.277653694152832,11.76819133758545,10.020868301391602,8.55068302154541,6.983401298522949,6.587936878204346,7.032591342926025,4.400084495544434
3.1500005606344668,-3.7999999542975864,4.99998631243842,6.2182745933532715,5.9709086418151855,5.608663558959961,5.990492820739746,6.746514320373535,6.967662334442139,8.207642555236816,10.724106788635254,9.093513488769531,13.828580856323242
