iteration,method,population,time in sec,time in clocks,X_found,Y_found,Thetha_found,X_original,Y_original,Thetha_original,global_best,erro_total
8,2,100,39.182518005371094,110021053107,1.7232093128770067,-7.538888849333231,180.0,-0.0002890359263720138,-8.000158586774557,16.048732313356957,7.613652610414612,0.5646585923306882
9,2,100,34.72331619262695,97500161332,5.640785654035859,-1.817291198958575,145.7947952375979,6.4501395615586645,1.9999381152545757,154.70003860466974,13.101889090780737,0.256065948217553
10,2,100,42.640801191329956,119731977130,5.44375663870624,1.2365775424943504,137.1017181245962,5.021708359640002,-1.08924846185625,136.5092190571473,4.850913913131527,0.13903954491375553
11,2,100,37.627646684646606,105655595155,1.8683333363773134,-5.8450730774076165,30.050623663308627,1.999913251770487,4.999933416250547,30.00543586718581,5.457891309277103,0.5489548421084637
12,2,100,38.79893112182617,108944615808,1.592485013862488,-6.98709050384374,180.0,1.5000866460446391,7.000010947196477,179.9131297498346,2.376983519162598,0.7042162971933629
13,2,100,36.26560115814209,101831327234,7.286260974702039,2.556527353735513,180.0,-4.700010186307671,7.000112061764319,-45.26106921736535,8.69462321898521,1.4472179857223852
14,2,100,42.951998233795166,120606410400,6.209206169977378,-1.3356662966713024,180.0,-6.000061560547011,-3.0000167121255834,10.00811840024439,10.673409994796819,1.1658805784093658
15,2,100,46.3142147064209,130047451288,3.597114344328702,4.0217704251753705,85.01095074210188,3.0000039112890735,-3.9985081547477384,87.3108289600759,4.686072102437428,0.4372580012536202
16,2,100,42.90159010887146,120465145214,0.6110844004716824,4.793045323875468,-92.65869042476712,0.9999999948078133,-4.500000071115526,-87.6625936743308,2.8322256613191765,0.4979760959953461
17,2,100,42.97588491439819,120673879157,-3.0678799604039124,-2.2663582979060486,-180.0,4.000000028359814,0.5000000330400278,49.427605890624385,7.232518321734107,1.1290108212372245
18,2,100,44.58513927459717,125192687659,2.304103874556267,-2.2300123611729514,-46.98159457020151,3.333300038718205,2.2221999547091227,-49.427672646890244,6.602841307409918,0.280865085326336
19,2,100,42.45490837097168,119211213125,-3.0023482042718,-3.276376198261114,-180.0,3.1500005606344668,-3.7999999542975864,4.99998631243842,4.864644585451921,0.8476874769150213
0,3,100,83.20359230041504,233631685757,0.12005273515701731,0.008869266407081966,0.007122772077758963,0.0,0.0,0.0,0.14518235404933755,0.006465885556198739
1,3,100,65.09146451950073,182773907235,-4.940582624215609,-1.0600825517780788,-179.7167889085439,3.9997745353039256,1.9999103113884145,44.99995148008031,7.593165137068547,1.2242306688804798
2,3,100,99.63930058479309,279782973163,-0.20529313428376383,6.4836816669012585,99.53965955301977,-3.9999999318331416,-4.999999883022972,60.00005084726444,8.963684773647216,0.8737516637785565
3,3,100,83.9334089756012,235681725888,-0.06742782922407464,-1.000375090907351,-180.0,0.0,1.0000000000638591,179.9997473002663,0.11548185622431828,1.1033894440660597
4,3,100,92.18089699745178,258840558074,3.405268685797715,3.357313619893251,-158.61174159933086,-3.000119383639941,1.999879864946304,42.4022521713589,5.317417921676929,0.946513296137813
5,3,100,97.92594790458679,274972648800,-5.330085770497023,0.9707919127663107,14.89709570925992,-5.420114144049511,-1.000036080402431,15.002294807637739,0.19485395101145464,0.10333503805377768
6,3,100,96.99808096885681,272367398985,-4.981950866799707,2.916447306950399,75.51930266280758,-5.420329651874257,-3.0001506065818058,71.62152674667016,2.8549812716332257,0.32857599025294165
7,3,100,92.35101199150085,259318713495,-6.168365601606801,3.0656422222144517,80.2795795299028,-5.99999837351753,-5.000135023812119,88.238202386171,4.431611878672336,0.4338145094176482
8,3,100,80.42041158676147,225818052104,0.16149194182536775,7.94382806447803,15.837387157999402,-0.0002890359263720138,-8.000158586774557,16.048732313356957,2.7126467831183834,0.8058754513262096
9,3,100,98.99798798561096,277983408510,6.37948841774886,-2.032472814575179,154.62437648706992,6.4501395615586645,1.9999381152545757,154.70003860466974,1.1405771221221257,0.20536327623086637
10,3,100,99.28267574310303,278782888249,-4.961038838258982,-1.0772550505748928,-43.99214589269849,5.021708359640002,-1.08924846185625,136.5092190571473,4.936805580718474,1.0011297108752553
11,3,100,70.11518430709839,196881458247,2.08784609987171,-5.0506005073963545,30.10205534425379,1.999913251770487,4.999933416250547,30.00543586718581,0.047622534224573077,0.5071917260237063
12,3,100,81.88867712020874,229941131827,-6.959534635179168,-0.37092492156651424,-88.51895291419314,1.5000866460446391,7.000010947196477,179.9131297498346,6.234476976011019,1.5371725315660836
13,3,100,96.0318808555603,269654900315,7.604248606195782,2.6539876129102815,179.06050581352116,-4.700010186307671,7.000112061764319,-45.26106921736535,8.012901872708683,1.4556346482647817
14,3,100,100.11436533927917,281120454788,-4.886611026949319,3.3175234933046696,18.23513459172896,-6.000061560547011,-3.0000167121255834,10.00811840024439,3.9839661642278266,0.3944023597055211
15,3,100,93.17672777175903,261640498065,-2.8163632569966897,-3.453636536473489,-96.06648988270972,3.0000039112890735,-3.9985081547477384,87.3108289600759,4.84172254473147,0.8274433805579606
16,3,100,72.9543297290802,204855689594,1.011018045020137,4.588631948810702,-87.65123311147795,0.9999999948078133,-4.500000071115526,-87.6625936743308,0.13716647083521671,0.4550140606259634
17,3,100,72.24714374542236,202869720328,-3.1205577318296713,-2.2094476452621628,-180.0,4.000000028359814,0.5000000330400278,49.427605890624385,7.067095403908423,1.1287991771763182
18,3,100,90.44644284248352,253973052787,3.392145129598502,-2.1265015555015783,-49.47477564218276,3.333300038718205,2.2221999547091227,-49.427672646890244,1.8022521968577205,0.22050817170814022
19,3,100,73.60178112983704,206673183429,3.2468870538763515,3.8009883658468606,5.106592639238773,3.1500005606344668,-3.7999999542975864,4.99998631243842,0.07110171053268832,0.3851898693548731
0,0,200,198.592467546463,557645395248,0.12731005463166767,0.05495288974260859,0.34085154693927544,0.0,0.0,0.0,0.36909483723259906,0.01005995707132291
1,0,200,177.2846384048462,497812716517,4.2055437760967855,-2.273301906200361,49.38789111403919,3.9997745353039256,1.9999103113884145,44.99995148008031,3.9979870001808995,0.23613779412452313
2,0,200,217.14194869995117,609730999099,-5.812724956467377,-0.2934149782194275,7.593498771984169,-3.9999999318331416,-4.999999883022972,60.00005084726444,9.337021022910715,0.47153925223655646
3,0,200,199.92455434799194,561384530279,0.2324805029606445,0.7347703697049113,-3.7415773019779115,0.0,1.0000000000638591,179.9997473002663,5.712456339457718,0.5352780750055469
4,0,200,185.11903858184814,519810730751,-2.963294763998169,-1.451642690257973,47.87635661916927,-3.000119383639941,1.999879864946304,42.4022521713589,4.269158837626591,0.18962320443066463
5,0,200,201.3372404575348,565350998256,-5.936135148886764,0.2312130139979569,7.278708550043577,-5.420114144049511,-1.000036080402431,15.002294807637739,6.963058245898986,0.10881791123297692
6,0,200,203.21381282806396,570620281081,5.769553318256426,-2.532899502083983,-113.05571359387186,-5.420329651874257,-3.0001506065818058,71.62152674667016,6.172035258808629,1.0958490380107087
7,0,200,209.42671370506287,588065542144,0.09757055090132738,7.405738796759003,157.51074838642768,-5.99999837351753,-5.000135023812119,88.238202386171,16.949134786608138,1.117595876139101
8,0,200,184.31171560287476,517533435418,-2.071283318687982,7.731232827101788,2.4802103127203354,-0.0002890359263720138,-8.000158586774557,16.048732313356957,8.064079023374115,0.927809623722555
9,0,200,228.08913254737854,640460447489,-6.577925320725981,1.2619140480892117,-32.49438167830401,6.4501395615586645,1.9999381152545757,154.70003860466974,8.181645335212663,1.2082889482585388
10,0,200,204.93678331375122,575452151134,4.526870010359367,0.3602675754634195,132.60736163378922,5.021708359640002,-1.08924846185625,136.5092190571473,7.383718116096856,0.10805621217267658
11,0,200,174.4743208885193,489916141148,2.503834672125791,-4.544186026868435,37.921794289039525,1.999913251770487,4.999933416250547,30.00543586718581,6.334911146644645,0.5243919276788636
12,0,200,180.6213414669037,507177406355,-0.8342622607803492,7.969294573604152,3.361910454328978,1.5000866460446391,7.000010947196477,179.9131297498346,10.113937506466996,0.6556016802602598
13,0,200,204.42981219291687,574031228421,-6.214394837314019,-5.1583019958299925,-35.312821189565405,-4.700010186307671,7.000112061764319,-45.26106921736535,10.703380779320884,0.7112739577294772
14,0,200,220.09303760528564,618013458264,-4.63252793313052,3.0632840522587603,10.466702771279248,-6.000061560547011,-3.0000167121255834,10.00811840024439,8.366873637505137,0.3728155650651387
15,0,200,197.7069013118744,555154264560,-2.4122059790863855,-4.069449056775947,-96.91419360223256,3.0000039112890735,-3.9985081547477384,87.3108289600759,6.4493448879221695,0.7858937134043735
16,0,200,184.63476872444153,518448322806,3.5379221656960915,3.2317986484344274,-45.14736220174052,0.9999999948078133,-4.500000071115526,-87.6625936743308,4.617415385858687,0.6315839097235513
17,0,200,180.9353084564209,508060467125,4.001226427119249,0.09316718756057618,37.47646246373149,4.000000028359814,0.5000000330400278,49.427605890624385,4.99493570148375,0.05360058284220234
18,0,200,199.8988332748413,561309843730,2.6031316950492744,-1.0805155037761498,-44.95551365370234,3.333300038718205,2.2221999547091227,-49.427672646890244,8.114715060883173,0.2140668539776765
19,0,200,182.23502206802368,511710544508,2.5962240352844113,4.01880968664895,-3.822239440735797,3.1500005606344668,-3.7999999542975864,4.99998631243842,2.5435212579992097,0.4431354909625357
0,1,200,55.80773067474365,156706440353,-0.09347708593660187,0.10778005424069903,180.0,0.0,0.0,0.0,4.864680883270688,0.510062857008865
1,1,200,40.18459630012512,112837143549,-2.1296705874733917,-4.027735735281903,135.49512820755933,3.9997745353039256,1.9999103113884145,44.99995148008031,4.115192676158226,0.8592300493820457
2,1,200,43.74831557273865,122843956053,0.4453574922897108,-5.740423057645526,-79.8474466572929,-3.9999999318331416,-4.999999883022972,60.00005084726444,9.878976978883234,0.6477543007832629
3,1,200,47.74337983131409,134061973455,-0.06852187289656086,-1.0014371068173045,180.0,0.0,1.0000000000638591,179.9997473002663,0.11758458129482219,0.10349865093259093
4,1,200,48.536898374557495,136290145620,3.5175258155765228,4.150083519310218,-180.0,-3.000119383639941,1.999879864946304,42.4022521713589,6.478336693742366,1.051176476488349
5,1,200,44.075180768966675,123761775756,-5.374843898058345,1.1512437557583155,15.691959825959952,-5.420114144049511,-1.000036080402431,15.002294807637739,1.1228505704496206,0.11174324026960179
6,1,200,46.94917559623718,131831863231,6.257083471988668,1.9044486213035619,-149.38275781141596,-5.420329651874257,-3.0001506065818058,71.62152674667016,8.025592335113753,1.443001408026543
7,1,200,40.613152742385864,114040501715,-6.494080956510933,-0.4538439039214275,45.23113953805581,-5.99999837351753,-5.000135023812119,88.238202386171,8.444009282690406,0.3714827486111913
8,1,200,39.801344871520996,111760967974,1.8862857510430953,-7.27942320355474,-178.5610567440529,-0.0002890359263720138,-8.000158586774557,16.048732313356957,5.7029587154214845,0.6709482558911586
9,1,200,56.65194368362427,159076934887,6.888765777954571,5.8497023419102,89.89999287088725,6.4501395615586645,1.9999381152545757,154.70003860466974,18.01547393820738,0.39441964919086125
10,1,200,47.393407583236694,133079244673,4.691913959716684,1.5160166526033247,132.48336848695777,5.021708359640002,-1.08924846185625,136.5092190571473,2.756916824199812,0.15793589396967117
11,1,200,38.318275928497314,107596551035,3.0420528088932137,5.554074601222611,-98.29358095047598,1.999913251770487,4.999933416250547,30.00543586718581,8.083170341857308,0.4362001949315779
12,1,200,36.458308696746826,102373818262,-7.001912727264825,-0.1256141151000545,-87.87343181867797,1.5000866460446391,7.000010947196477,179.9131297498346,6.9517684483101,1.5252327816928346
13,1,200,49.777263879776,139773036281,7.735328477156781,2.5981884825428985,-180.0,-4.700010186307671,7.000112061764319,-45.26106921736535,8.057691180593856,1.2161379198638342
14,1,200,48.87793445587158,137247745125,-4.524148711213839,3.2788491313852486,19.356934476220868,-6.000061560547011,-3.0000167121255834,10.00811840024439,4.297458382359477,0.4137078681865794
15,1,200,49.641008615493774,139390432817,2.984650136380832,3.9657111467998547,87.38068553626476,3.0000039112890735,-3.9985081547477384,87.3108289600759,0.43618337570179966,0.3991726998677607
16,1,200,36.05067300796509,101229186175,1.4422650290401364,4.648435913316865,-88.02641899089869,0.9999999948078133,-4.500000071115526,-87.6625936743308,2.158751549595503,0.4805456768125911
17,1,200,39.156145095825195,109949255652,4.260329515919896,-0.5372555925935227,49.26492739942256,4.000000028359814,0.5000000330400278,49.427605890624385,1.7361391894115963,0.06533114035746451
18,1,200,49.69116234779358,139531260663,-3.173047431299886,2.8715421046597367,129.28515158034566,3.333300038718205,2.2221999547091227,-49.427672646890244,5.765241586428422,0.8542089927407572
19,1,200,49.52000713348389,139050660963,-3.0353895732166567,-3.2352717642855513,180.0,3.1500005606344668,-3.7999999542975864,4.99998631243842,4.765166082947045,0.8236170653252735
0,2,200,43.74612998962402,122837790842,0.5550856413255012,0.25531890610507446,7.508405112257236,0.0,0.0,0.0,4.776132133832052,0.06137690823891
1,2,200,40.515859603881836,113767289461,-4.659677733442497,2.0984514741497264,-134.88638661990277,3.9997745353039256,1.9999103113884145,44.99995148008031,5.436918706276183,0.9375839440753397
2,2,200,42.33289885520935,118869478974,-5.461346957649464,2.8094868248138596,32.40499718055494,-3.9999999318331416,-4.999999883022972,60.00005084726444,14.036134556020126,0.5401946135346285
3,2,200,43.73688316345215,122811823797,-0.21357731503834643,-1.1700371206921822,180.0,0.0,1.0000000000638591,179.9997473002663,1.6219676543214931,0.1191814237334241
4,2,200,42.37206554412842,118979458009,3.222018855956451,3.789191842722767,-180.0,-3.000119383639941,1.999879864946304,42.4022521713589,6.225175210444427,1.018356544677973
5,2,200,42.75483560562134,120054264820,-5.233213205051662,1.7531239737683855,19.999078840667103,-5.420114144049511,-1.000036080402431,15.002294807637739,5.392804468070054,0.16088300530573713
6,2,200,42.33880972862244,118886075374,-5.935532623643222,1.5519048185942381,62.82666564229493,-5.420329651874257,-3.0001506065818058,71.62152674667016,6.951687519397117,0.2777930895816261
7,2,200,38.10704517364502,107003410991,-5.997492142555128,0.8637088099248018,50.85285811496112,-5.99999837351753,-5.000135023812119,88.238202386171,12.61597099960307,0.3971656817661048
8,2,200,38.12086248397827,107042209148,-0.969091753408426,-7.768431523244139,-157.19182868644816,-0.0002890359263720138,-8.000158586774557,16.048732313356957,6.443790108020986,0.5412502696056379
9,2,200,37.69839334487915,105855928728,4.318677981440526,-2.1726147778879836,153.0494405146646,6.4501395615586645,1.9999381152545757,154.70003860466974,16.508176039970692,0.3197857183574937
10,2,200,43.262473583221436,121479693448,-4.900095940039791,-0.4326809189880887,-36.92824188008212,5.021708359640002,-1.08924846185625,136.5092190571473,9.507934468501409,1.010689316953035
11,2,200,38.01429343223572,106742966120,1.9304360225114578,-5.032632384933007,28.15477783938711,1.999913251770487,4.999933416250547,30.00543586718581,6.603874878102072,0.5102428682660145
12,2,200,38.50282573699951,108114749320,1.6157477475850062,-7.20110083506534,-180.0,1.5000866460446391,7.000010947196477,179.9131297498346,4.038890098355301,1.7155973379396499
13,2,200,39.46567440032959,110818399766,7.311174773438857,2.5809136183275996,-180.0,-4.700010186307671,7.000112061764319,-45.26106921736535,8.664660124209675,1.195793977888703
14,2,200,44.53181171417236,125043956197,6.319858947632845,-1.3304089777616745,-180.0,-6.000061560547011,-3.0000167121255834,10.00811840024439,10.266397382135281,1.227276741016756
15,2,200,44.6600444316864,125404028985,3.185904855397869,4.206754869840022,80.73262677956647,3.0000039112890735,-3.9985081547477384,87.3108289600759,3.5008590627052016,0.4378309822695761
16,2,200,42.13605260848999,118316737345,-2.5082776477985718,3.2899808937226585,-132.35374770705985,0.9999999948078133,-4.500000071115526,-87.6625936743308,3.718460338770053,0.6890550249075871
17,2,200,43.255910873413086,121461263897,3.868210936778816,-0.3660308141874058,38.18702255835913,4.000000028359814,0.5000000330400278,49.427605890624385,3.68946642180226,0.08111483953004728
18,2,200,43.36587858200073,121770050381,3.408345366180445,-2.6598333662990967,-44.46642295367383,3.333300038718205,2.2221999547091227,-49.427672646890244,6.6103028048297805,0.2616351815713463
19,2,200,41.74270415306091,117212226885,-3.046784603659262,-3.3447840126943653,-180.0,3.1500005606344668,-3.7999999542975864,4.99998631243842,4.872663345103087,0.8464889061627319
0,3,200,167.01791286468506,468976513909,0.11276361273765367,0.02083554224262585,0.0,0.0,0.0,0.0,0.16367355086448887,0.006679957749013976
1,3,200,137.14339900016785,385091240114,-4.058087022245765,2.0798315324310703,-134.97641607027475,3.9997745353039256,1.9999103113884145,44.99995148008031,3.942771879005935,0.9068234932361592
2,3,200,200.67794966697693,563493824514,5.702656763906658,-0.04667650652618427,-171.21013768102208,-3.9999999318331416,-4.999999883022972,60.00005084726444,9.554327694847153,1.3750495273015142
3,3,200,167.0221221446991,468990573323,-0.08030963132255486,-0.9993144131381353,179.99026010417606,0.0,1.0000000000638591,179.9997473002663,0.10262193900605499,0.10400755554870038
4,3,200,186.9575116634369,524968740110,2.94084623124769,4.161193170545703,176.92820005709603,-3.000119383639941,1.999879864946304,42.4022521713589,4.91701218980472,0.7787971345958435
5,3,200,198.17918300628662,556479113860,-5.319960599794966,0.9890977622155486,15.051795903717613,-5.420114144049511,-1.000036080402431,15.002294807637739,0.1961321519969852,0.10460187238829259
6,3,200,192.99668645858765,541927144161,-4.898104363888865,3.019913092636603,76.10942766482172,-5.420329651874257,-3.0001506065818058,71.62152674667016,2.7016218438463335,0.33958084079949996
7,3,200,196.74206352233887,552444202158,-7.184544781033766,-0.09999129034642706,46.49609214968981,-5.99999837351753,-5.000135023812119,88.238202386171,7.682887066916553,0.42018481326154417
8,3,200,168.16013145446777,472187332073,-0.3725635698746288,-7.951233699884353,-162.43970317234385,-0.0002890359263720138,-8.000158586774557,16.048732313356957,3.8849331010936288,0.5168611807244254
9,3,200,195.71537899971008,549561517652,6.37978638710111,-2.029980751064728,154.6442546353642,6.4501395615586645,1.9999381152545757,154.70003860466974,1.1412190010401457,0.20516855750913612
10,3,200,199.48716044425964,560152603120,4.831164678038091,1.0808147765434093,135.79767258621172,5.021708359640002,-1.08924846185625,136.5092190571473,0.930619152165419,0.12000686397489964
11,3,200,126.4734935760498,355133115731,-5.3153815051242645,-2.673163506949998,125.26960847100246,1.999913251770487,4.999933416250547,30.00543586718581,6.247397260544218,1.0140422856820333
12,3,200,162.0628354549408,455066820412,-6.9587484208428645,-0.37903602263650527,-88.50657161322326,1.5000866460446391,7.000010947196477,179.9131297498346,6.20972218790015,1.5375043834000741
13,3,200,194.42604660987854,545941524251,7.581945223190701,2.6165691107865783,179.01314271535966,-4.700010186307671,7.000112061764319,-45.26106921736535,8.012176076926385,1.456258840059153
14,3,200,200.71474528312683,563599914341,-4.873728659096191,3.3393839517612776,18.326260168563483,-6.000061560547011,-3.0000167121255834,10.00811840024439,3.9815250555624013,0.39639262762332605
15,3,200,186.2581751346588,523006340660,-2.813901214728296,-3.4488008369114587,-96.06449382132253,3.0000039112890735,-3.9985081547477384,87.3108289600759,4.84460315600316,0.8275565188076781
16,3,200,134.71847581863403,378284681675,-3.4334240759760197,-2.0124624841313334,140.40711174049335,0.9999999948078133,-4.500000071115526,-87.6625936743308,2.634679857673877,0.979575042374024
17,3,200,144.5341682434082,405846786007,-0.5680213192111179,-4.089040892345852,139.1170253728625,4.000000028359814,0.5000000330400278,49.427605890624385,3.503304780304469,0.7069903899873908
18,3,200,172.08868789672852,483218882610,-3.4782012193322887,2.900491266015875,127.91210791936722,3.333300038718205,2.2221999547091227,-49.427672646890244,4.6819588356795325,0.8671001300407997
